prf_npi,name
"1073698882","DEBRA KAYSEN"
"1073699757","SUNITA PATEL"
"1073701280","GEORGIA EDMONDSON CONIC"
"1073704011","JENNIFER GEIGER"
"1073706719","LISA GRIFFITHS"
"1073707097","ELLEN FINEBERG"
"1073713236","CORRIN SCAVO"
"1073714432","RODOLFO QUINTANA"
"1073715611","DUSTAN BARABAS"
"1073716932","DAVID CANNON"
"1073718060","MICHELE EVANS"
"1073718078","ARLENE WEIMER"
"1073725172","MARA KARPEL"
"1073726675","PATRICIA BLAKENEY"
"1073726816","ILANA GRUNWALD"
"1073727061","JOYCE DAMINO"
"1073731337","SUSAN CULBERT"
"1073734349","PEARL WEINSTEIN"
"1073734919","KAMI HUNT"
"1073735403","MARC WALTER"
"1073735809","BARBARA BREWER"
"1073737888","CARL CLARK"
"1073738233","KEITH KOBES"
"1073742797","DEVIN SOUTH"
"1073746095","ERIN SHEPPARD"
"1073750717","JOHN GAROFALO"
"1073753554","ERIN WHITAKER REYNOLDS"
"1073753612","MATTHEW TULL"
"1073760609","BETTY MALKUS"
"1073762514","STUART IBEL"
"1073762928","STEVEN DAVID"
"1073768420","KIRK NEWRING"
"1073769212","MIKAELA BERNTHALER"
"1073769584","ANNETTE KRUTSCH"
"1073775151","GAYLE NEUMANN"
"1073778155","PEI CHEN HSU"
"1073778197","RHONDA MERWIN"
"1073784336","LINDA CAMERON"
"1073789723","NEDA GOULD"
"1073795514","JULIA BRANNON"
"1073797049","PENNY PERGAMENT"
"1073797890","JERRY KEAR"
"1073799938","HEATHER CLARK"
"1073805909","KASEY GRASS"
"1073807608","ALAYCIA REID"
"1073820379","ROY SUTHERLAND"
"1073836946","ABIGAIL MANSFIELD MARCACCIO"
"1073842415","FRANCO ACQUARO"
"1073845079","KATHERINE SPENCER"
"1073847208","JENNIFER REESE"
"1073849121","SCARLETT JETT"
"1073861969","NADINE CUFFY"
"1073866612","TARA NOECKER"
"1073867610","LYNN HARPER"
"1073884516","JOHN ALLMOND"
"1073886743","JEFFREY WILLEMS"
"1073890307","NAFISA SEKANDARI"
"1073894895","AMANDA MURRAY"
"1073899282","NAZANIN SAGHAFI"
"1073950267","CHRISTOPHER BURR"
"1083046056","SCOTT TESSLER"
"1083606446","KIM KEMSKE"
"1083607303","MARY PRIBYL"
"1083612972","LAURA GINTHER  BRAUN"
"1083616015","ELIZABETH KRAFCHUK"
"1083617252","CHARLES LEPKOWSKY"
"1083617518","SARTON WEINRAUB"
"1083619506","WARD LAWSON"
"1083620108","ERIC ARONSON"
"1083621346","BRUCE SAUNDERS"
"1083621734","JANICE MYERS"
"1083621932","TERRY SMITH"
"1083622914","ALICIA TISDALE"
"1083624498","JUDI MCINERNEY"
"1083625024","DAVID LIPTON"
"1083625263","EDDY REGNIER"
"1083627202","MICHAEL WEISBERG"
"1083627608","ELLEN DORNELAS"
"1083627947","WILLIAM BLOOM"
"1083630974","JEANINE KOTSCHWAR"
"1083634000","GEORGE ROYAL"
"1083634158","JANET SPRADLIN"
"1083635114","FRANK STURNIOLO"
"1083635155","MELISSA BELANGER"
"1083635957","EILEEN CESARE"
"1083636237","ANN VIVIANO"
"1083636658","JOEL WILSON"
"1083637276","C DONEL CROW"
"1083637698","JAMES QUILLIN"
"1083638340","RALPH FORD"
"1083639124","JILL THORNE"
"1083640619","NEAL OLSHAN"
"1083641237","JOHN MARTIN"
"1083642060","STEVEN DAVIS"
"1083644546","RONALD WESTRATE"
"1083644553","ESTHER FIGUEROA RIOS"
"1083646814","JULIE KARP"
"1083647689","SHARON BOIVIN"
"1083648554","JEFFRE CHEUVRONT"
"1083649479","JOAN SCHWARTZ"
"1083650246","NATALIA PRITIKIN"
"1083652952","ROBERT CAREY"
"1083653216","GARY TAYLOR"
"1083654115","ANNE HUNT"
"1083655328","GAYLE JENSEN"
"1083656441","TANYA VAPNIK"
"1083656987","ROBERT WELKER"
"1083657175","JOANNE KAY"
"1083657274","DARLINE THORSON"
"1083665111","STEPHEN FROMMELT"
"1083666184","MARY NEMATI"
"1083666929","HUGH CHRISTIE"
"1083671440","MARY SVENDSEN"
"1083671721","RICHARD ALBERTA"
"1083672349","MARTA KETCHEL"
"1083672877","NORBERT RALPH"
"1083674980","DANIEL BRANGWYNNE"
"1083676092","ROBERT MARIS"
"1083676233","REBECCA ROBERTS"
"1083676977","FREDERICK ROBINSON"
"1083677975","KIM KNOWLES"
"1083680250","HERBERT CROSBY"
"1083680490","ANA CEBOLLERO"
"1083680870","KIMBERLY CHUPURDIA"
"1083680987","CARL MOISOFF"
"1083681373","LAURIE WEINBERG"
"1083686927","CHARLES LAMB"
"1083686976","FRANCES WEN"
"1083687412","PAULA JEAN"
"1083687792","MITCHELL POMERANTZ"
"1083688493","ROBERT RIETHMILLER"
"1083690309","LAURA MESSIER"
"1083692446","DEBRA GORAN"
"1083694848","MICHAEL LELWICA"
"1083695340","MONTY GRUBB"
"1083695597","MICHAEL HARRISON"
"1083697304","KRISTIN MATTESON"
"1083698989","ANDREW BERNSTEIN"
"1083699847","SHELIA KATT BECK"
"1083700694","WALTER MABEE"
"1083700769","MONA ETCHISON"
"1083703474","MARCIA LINDSEY"
"1083704001","VALERIE WILLMAN"
"1083704308","CAROL SCHOBER"
"1083707137","LAURIE MASTROGIANIS"
"1083708994","CAROL COSSUM"
"1083710057","WILLIAM KELLER"
"1083710735","BUCK WOO"
"1083710776","JAMES HODNETT"
"1083710800","TIMOTHY EATON"
"1083711162","HENSEL WARD"
"1083711816","GARY INDENBAUM"
"1083712285","DAVID HOPKINSON"
"1083714620","THOMAS LAWRY"
"1083716039","ERIC ORITT"
"1083716559","CONNIE POWELL"
"1083716575","GARY LOVEJOY"
"1083717920","CASSIE YACKLEY"
"1083719090","DANIEL ROSEN"
"1083724074","BRUCE HODSON"
"1083724108","JEANNE SOMMER"
"1083724686","KATE DVORKIN"
"1083725766","LISE MARTIN"
"1083726665","JULIA NELLIGAN"
"1083728182","DEBRA RUGGIERO"
"1083728646","PATRICK MURRAY"
"1083729420","DOROTHY MOYER"
"1083729776","ALLEN BRANDON"
"1083730725","KENNETH SEELY"
"1083730832","TERRY GOLDBERG"
"1083730980","ELENA BETTOLI-VAUGHAN"
"1083731814","RUTH RICH"
"1083736052","GLENWOOD BROOKS"
"1083736540","RICHARD GRENHART"
"1083737902","MARY ANN DEROSA"
"1083743850","ELLEN MARGOLIS"
"1083745160","VINCENT RUHL"
"1083748305","ERIK TOOTELL"
"1083748313","ANA DYBNER"
"1083749014","ERIN SKAFF"
"1083749386","GERARD BOUTIN"
"1083751168","DONALD FLORY"
"1083751416","WILLIAM HEINEKE"
"1083753271","MARTIN JACOBS"
"1083754089","ALAN PRICE"
"1083754493","RALPH DELLAQUILA"
"1083755110","JASON SCHWARTZ"
"1083756464","DONNA BRUGNOLI"
"1083757363","NANCY VERMONT"
"1083759336","KRISTIN PERRONE-MCGOVERN"
"1083760326","JOHN BELLINGHAM"
"1083760813","ROBERT LIND"
"1083763643","THOMAS CLUCAS"
"1083764179","JAMES KURKJIAN"
"1083764492","KRISTOPHER OLSEN"
"1083764930","RUTH SCHNEIDER"
"1083766307","DOUGLAS WRIGHT"
"1083767495","RONALD POWELL"
"1083768402","DIANE ELLIOTT"
"1083768733","EDWARD REICKS"
"1083768790","VIRGINIA KELTY"
"1083769897","RICHARD SASSATELLI"
"1083770481","ARLENE YARWOOD"
"1083770929","JOSEPHINE LOIACONO-DONOVAN"
"1083771067","LAURA RENCHER"
"1083772024","MARCI LEVERIDGE"
"1083772537","MITCHELL CLIONSKY"
"1083772750","GARY THOMAS"
"1083773014","STEVE MARTINEZ"
"1083773543","PAUL UNKRUR"
"1083774780","KENNETH BLANK"
"1083775209","RALPH BAKER"
"1083775431","CHERI EWING"
"1083775563","PETER SCHILD"
"1083776389","ROXANNE VAN DE WATER"
"1083777965","RICHARD CARUSO"
"1083778138","MICHELLE DOLNICK"
"1083778963","ANNE PANOFSKY"
"1083779508","MARY SIEBEL"
"1083779755","DAVID ROSENTHAL"
"1083785638","WILLIAM ROSENBLATT"
"1083787881","JUDY MAGNUSON"
"1083788558","ROBERT BURGESS"
"1083790133","NANCY BLOCK OLEXICK"
"1083790380","ALISON MASCALO"
"1083791008","JAMES WAHLBERG"
"1083791669","JENNIFER FERRELL HANINGTON"
"1083793467","MAX MCBRIDE"
"1083794051","LOUIS ORENSTEIN"
"1083795686","GREGORY GERRITSEN"
"1083796338","JENNIFER MCCARTNEY"
"1083796916","DANIEL LEGERSKI"
"1083797476","KATHLEEN MACDONALD"
"1083797682","THERESA KELSO"
"1083797708","STEVEN SOHNLE"
"1083799449","PATRICIA DWYER"
"1083803936","PATRICIA GRIFFEN"
"1083830921","ROBERT COUFAL"
"1083831333","RONALD JALBERT"
"1083833123","DAVID ROCKWELL"
"1083835193","DARRYL FELDMAN"
"1083835417","LAURA BRUTTING"
"1083836506","CANDICE NORCOTT"
"1083836712","THOMAS GERBNER"
"1083837538","SUSANNAH JACOBI"
"1083838122","ALLEN DARBONNE"
"1083838213","FERDE FRITSCHE"
"1083838270","LUCINDA MONICA"
"1083838387","REBECCA EBERLE ROMBER"
"1083838874","JANIE GOODALL"
"1083839401","ROBERT SELVERSTONE"
"1083841951","GURINDER BOLINA"
"1083847883","COURTNEY CLINTON"
"1083848147","ALICIA ROZYCKI LOZANO"
"1083849095","MEGAN ROGERS"
"1083854129","CHRISTINE BATES"
"1083854871","ELIZABETH CHANDLER"
"1083856637","ELIZABETH JACOBS"
"1083857387","BETTY HORNG"
"1083857932","TANA SLAY"
"1083878201","CAROL ALBERT"
"1083878987","TODD HILLER"
"1083883045","JASON FRISHMAN"
"1083890776","PAULETTE BANFORD"
"1083893234","MICHELLE DRERUP"
"1083897425","JAMES ORAKER"
"1083898043","MARGARET WHITE"
"1083917512","STEPHEN FINK"
"1083921381","MICHAELA BEEZLEY"
"1083927651","SARAH SCHWARTZ"
"1083929756","MAHA ZAYED"
"1083934228","ADRIAN WHITMIRE"
"1083942577","HEIKE KHOLOOCI"
"1083944789","TREVOR GRICE"
"1083945018","HUNG-YI HO"
"1083945356","ROSEAN BISHOP"
"1083953798","JILL HENDRICKSON"
"1083953871","DANIEL MCGRATH"
"1083958813","WILLIAM BRYSON"
"1083982425","JENNIFER KIRSCH"
"1083991236","SUSAN BENNETT"
"1093001273","MEGAN LAVERY"
"1093006868","ELINA WAYRYNEN"
"1093009599","KARINA GITMAN"
"1093010597","KATHERINE ROBINSON"
"1093019937","FLEETA NEVINS"
"1093024044","ALICE KARANDJEFF"
"1093028599","COLIN ARMSTRONG"
"1093028961","ERIC HAAS"
"1093040941","SILVIA BERMUDEZ-TOTH"
"1093041329","ERIKA FRANCES"
"1093042921","EINAT GRUNFELD"
"1093043754","DAVID ELLIS"
"1093046492","CAROL PAMM"
"1093047037","APRIL CUNION"
"1093048241","RAYMOND ANNABLE"
"1093051633","BONNY THACKER"
"1093052821","CHRISTINA DORO"
"1093062788","RHEANNA KADO-HOGAN"
"1093065807","STEFANIE RODRIGUEZ"
"1093065955","TRAVIS OTTO"
"1093086720","ROBIN KARP"
"1093087637","CAMMY MICHEL"
"1093090565","MEGAN SCOTT"
"1093704975","MARILYN VICKERS"
"1093705923","JOANNE SCHOUTEN"
"1093708737","AUBREY MOORE"
"1093709263","DENISE BUCHANAN"
"1093710188","STEPHEN PETERS"
"1093711749","ABRAHAM ARGUN"
"1093711855","ROBERT ARON"
"1093712606","CAROL ORR"
"1093713844","MARC DIELMAN"
"1093715088","LEAH PENDARVIS"
"1093716466","PATRICIA GRAHAM"
"1093719064","SHAWN SORENSEN"
"1093720450","GORDON SIXTY"
"1093721904","WILLIAM HOPKINS"
"1093723686","LAWRENCE CURRIE"
"1093724049","WILLIAM PACE"
"1093724379","JOEL HEERBOTH"
"1093724866","DOROTHY WEISS"
"1093724940","DENISE HALL"
"1093725160","GREGG JENSEN"
"1093725210","MARJORY GRAY"
"1093725467","JENNIE ENSTAD"
"1093729303","INARA SEGAL"
"1093734295","MICHAEL KIRCH"
"1093734477","STANLEY BIER"
"1093735045","LEESA SCOTT-MORROW"
"1093735599","SUSAN PAZAK"
"1093736217","LORRAINE SWAN KREMEIER"
"1093736845","EMMALINE WEIDMAN"
"1093738262","JAMES MEREDITH"
"1093738619","CHARLES PENGRA"
"1093740466","SUSAN TOBIN"
"1093740557","JEFFREY DRURY"
"1093740631","JULIE MENNEN"
"1093740862","JEFFREY KELLOGG"
"1093741605","ARTHUR SKLUT"
"1093742116","DAVID BROSE"
"1093743882","SUSAN BIRNDORF"
"1093745770","LYNWOOD WHEELER"
"1093746521","ANA ABELLO"
"1093746604","DAVID TARR"
"1093747131","LINDA BOJARSKI"
"1093747826","DORIT MILLER"
"1093749228","MELANIE GREENAWAY"
"1093750234","PAULA MAC IAN"
"1093750275","ARNOLD COVEN"
"1093750895","MITZI GOLD"
"1093751521","DINA WEIS"
"1093752313","MARC EATON"
"1093752560","KARYNE WILNER"
"1093755019","JOHN KUHLMAN"
"1093755241","JESSICA LOFTUS"
"1093755399","ANGELA MCBRIDE"
"1093759425","ANDREW PASTERNAK"
"1093760233","GARY DICKINSON"
"1093760464","THOMAS BRECHT"
"1093760811","MADELINE SPADOLA"
"1093761066","EDMUND NEUHAUS"
"1093762536","ROBERT EDWARDS"
"1093765695","ELANA FARACE"
"1093766149","SILVIA YAN"
"1093766446","BERTRAND BERGER"
"1093766834","KAREN CHENG-LIM"
"1093768269","BECKY OLSON"
"1093771115","STEVEN MARCUS"
"1093775033","MARK MCGAUGHEY"
"1093775298","ERIC YELSA"
"1093778896","ROBERT LITROWNIK"
"1093780348","MARY GENTILE"
"1093780389","KATHY WHAN-MARKO"
"1093780710","SANDRA GRAHAM"
"1093783029","JAMES ANGSTER"
"1093783144","ROBERT JONES"
"1093783243","ANDREW BORSON"
"1093783508","JANE HUNTER"
"1093784811","GINTAUTAS SABATAITIS"
"1093785107","JOYCE SMITH"
"1093785727","STANLEY MALKIN"
"1093786246","DAVID TARRASCH"
"1093786816","ANNE LEWIS"
"1093787970","BRIAN WALD"
"1093789448","JOSEPH DRAGUN"
"1093790776","MITCHELL HICKS"
"1093794240","ROBERT SOKOLOVE"
"1093795254","RICHARD HUTCHISON"
"1093796377","SOHRAB DADFAR"
"1093797375","KENDRA WEISSBEIN"
"1093798761","NAN HEINBAUGH"
"1093800542","JOHN AGEE"
"1093802019","MARCIA MCCOY"
"1093804056","ROBIN LOWEY"
"1093804338","KATHLYN NELSON"
"1093804528","WARREN KASS"
"1093805376","DANIEL GENSLER"
"1093806341","CARLY MURPHY"
"1093807992","ALAN GODWIN"
"1093809048","RUTH NELSON-ABBOTT"
"1093810178","MARY HALPIN"
"1093813545","RACHEL DUZANT"
"1093813826","MARTIN GREER"
"1093813859","SHERRY MACHEN"
"1093817066","KATHLEEN KOCHERZAT"
"1093817991","ELIZABETH SAWYER SCOVEL"
"1093821597","DANIEL STETTNER"
"1093822876","HEATHER BRADLEY"
"1093824047","NINA BARMAN"
"1093824690","LONNIE STOWE"
"1093826778","STEPHEN RUSSO"
"1093826927","NORMA LOPEZ"
"1093828816","LARRY GAINES"
"1093836009","LAURIE BRODEUR"
"1093837247","EDWARD FIELDS"
"1093837577","DON SERAYDARIAN"
"1093838047","KATHLEEN CLARKE"
"1093839649","LAURA STURGIS"
"1093841884","ANN ADAMS"
"1093842387","MARK VANGEN"
"1093843203","KATHLEEN LINDSTROM"
"1093844300","KATHLEEN BYRNE"
"1093846222","STEVEN KANE"
"1093847584","KEVIN KELLEY"
"1093849358","MARIE-GENEVIEVE ISELIN"
"1093850778","CAROLE EIGEN"
"1093853855","MARILYN MARKS FREY"
"1093855488","MICHAEL KELLER"
"1093855959","KAREN WELTMAN"
"1093856361","SUSAN KAPLAN"
"1093856601","PHILLIP GRIFFIN"
"1093858854","JOHN SASS"
"1093859175","MARION COHEN"
"1093861379","DANIELLE JORDAN"
"1093861437","BLAISE RIEDLINGER"
"1093862203","LEILANI JENNINGS"
"1093862682","LEONARD SWISTAK"
"1093863144","SUSAN MASCOOP"
"1093863227","FRED DANIELE"
"1093863466","BRIAN CAMPBELL"
"1093863540","DANIEL DEWITT"
"1093863680","PHILIP LANZISERA"
"1093864266","MARLIN BRENNER"
"1093864431","BRUCE MERHIGE"
"1093864936","ALAN DOMIAN"
"1093868077","DONALD ANGELL"
"1093868093","HARRY CAPPS"
"1093868747","MICHAEL FERRARESE"
"1093869497","VINCENT VINDICE"
"1093870115","MARY BLACK"
"1093870131","EVE BRODY"
"1093870792","RICHARD AULT"
"1093871006","RACHEL JERGENSON"
"1093871188","SUSAN BROADWAY"
"1093871675","BRUCE MARSH"
"1093871709","JOSEFINA MELENDEZ CABRERO"
"1093873689","BARBARA JORTNER"
"1093874158","CHRISTHILD UHL"
"1093874224","JOEL KLEINMAN"
"1093874281","THOMAS DIANA"
"1093875338","KIMBERLY ADAMS"
"1093876070","ADAM MILLER"
"1093878498","LINDA KLEMPNER"
"1093880197","RICHARD SYMONS"
"1093880726","CHARLES LEVNER"
"1093880965","STEVE SPACCARELLI"
"1093881310","MICHELE GARGAN"
"1093887135","LORNA WILTURNER"
"1093889842","LINDSAY ALT"
"1093889891","BARBARA ALFORD"
"1093892622","RANDY ROTH"
"1093896169","RITU TRIVEDI PUROHIT"
"1093897571","LINDA SAMPLINER"
"1093898207","BARBARA ROSENBERG"
"1093899700","DEBORAH ATTIX"
"1093901852","SHERLEY GONZALES"
"1093906497","VIJA BENNETT-PENDINO"
"1093909145","DEBORAH STORY"
"1093910382","FRANCINE LEDERER"
"1093911067","CHRISTINA HATHAWAY"
"1093922429","LINDA IKLE"
"1093927154","DIANE ADLESTEIN"
"1093930737","JUSTIN DEVOGE"
"1093931586","MARTIN FISHMAN"
"1093939944","DOUGLAS COL"
"1093959249","SHEREE BILL"
"1093961583","BRADLEY FOX"
"1093966541","CHARLES BORSELLINO"
"1093967200","CHRIS POLIZZI"
"1093972200","JOSEPH MORROW"
"1093975856","MICHELLE PEARSON"
"1093977563","DEBORAH KATZ"
"1093982167","DAVID ABRAMS"
"1093982225","DENISE BADARUDDIN"
"1093991895","PAULA STEIN"
"1093992232","HEATH EARL"
"1093992711","DAVID TATE"
"1104005149","PAUL LA BERTEAUX"
"1104006956","TAMMY SALTZMAN-GORN"
"1104007673","BRIANNA PAUL"
"1104008283","CHARLES MADSEN"
"1104011568","ZONA SCHEINER"
"1104015197","MICHELLE ABELLA"
"1104020650","KAMI MARCHESE"
"1104023449","AILEEN LEE"
"1104024090","ADRIENNE AMUNDSEN"
"1104028927","ANTHONY CASTRO"
"1104032762","MYRTLE SAMPSON"
"1104037126","STEPHEN OREY"
"1104038561","BONNIE MESSER"
"1104041656","GINA SCARANO OSIKA"
"1104042431","ANDIEA HARRIS"
"1104043546","NANCY LAWRENZ"
"1104044403","AMY DIERBERGER"
"1104045558","ANN EICHEN"
"1104047687","BEVERLY SERABIAN"
"1104049881","KENYA KEY"
"1104052554","ANTHONY WENDORF"
"1104054675","CORI MCMAHON"
"1104057678","TERRANCE RHOADES"
"1104058692","SAMANTHA SLAUGHTER"
"1104061902","CARLO GIACOMONI"
"1104064880","CARA RAYMOND"
"1104070119","TIMOTHY PETERSEN"
"1104076199","PAUL FOSTER"
"1104076827","KATHLEEN MURRAY"
"1104077577","ANN DURSHAW"
"1104079425","PETER JABERG"
"1104080258","CHRISTINE GIORDANO"
"1104080381","ALISON GLANVILLE"
"1104082981","EARL WALKER"
"1104087071","JAYNE HAGEN"
"1104090646","LISA HERMAN"
"1104095819","ELENA GONZALES"
"1104098946","ALAN DIENSTAG"
"1104103423","OSCAR BENITEZ"
"1104107937","JESSICA KORDANSKY"
"1104115955","STEVEN LOOS"
"1104119452","MICHELLE SHEETS"
"1104123777","KIRSTEN LOWRY"
"1104126648","SARAH WRIGHT"
"1104129519","AARON LEWIS"
"1104130335","ROBERT KLUKOFF"
"1104132141","RACHEL SMILEY"
"1104133586","NICHOLAS STARR"
"1104140367","CHRISTINE FERRI"
"1104143197","POONAM BANERJEE"
"1104151471","KARLA BRENNSCHEIDT"
"1104151778","ARMIN AZAR"
"1104155175","MICHAEL HILL"
"1104157155","SARAH CHRISTENSEN"
"1104159953","DAVID KATZ"
"1104162882","KIRSTI HARRIN"
"1104166578","LAKAREN RICKMAN"
"1104180280","SHANNON FOSTER"
"1104190354","ELIZABETH SHIREY"
"1104266154","AVIVA BERGER"
"1104800150","JAMES SNOWDEN"
"1104801620","JOHN MALOUF"
"1104803667","LUCY FIELD"
"1104805068","FRANKLIN EGOLF"
"1104807593","THERESA FAULKNER"
"1104808666","KATHLEEN REILLY"
"1104814110","DAVID ARONSON"
"1104814649","MARIANNE BOWDEN"
"1104814706","MICHAEL GREENWALD"
"1104816164","CYNTHIA TAVILLA"
"1104816909","CHRISTY BOMMARITO"
"1104821479","RODERICK HALL"
"1104824218","JAMES GOODWIN"
"1104827559","ROBERT CROSS"
"1104832104","MICHAEL STOWE"
"1104832427","WILLIAM AGOR"
"1104833441","CATHY HERMAN"
"1104834175","RANEE GUMM"
"1104838937","NANCY HAMMOND"
"1104839653","LISA COSENTINO"
"1104840065","JOHN MILLERMAN"
"1104840727","SUZANNE KALTEN"
"1104842467","ELIZABETH MAGNUS"
"1104842848","DEBORAH PANITCH"
"1104844190","SUSAN YODER"
"1104844240","KENNETH DAVISON"
"1104848084","BARUCH ELITZUR"
"1104848381","DIANA CHEN"
"1104849744","MICHAEL HAYES"
"1104850346","KRIKOR GARABEDIAN"
"1104851468","MARK BERMAN"
"1104853449","WILLIAM BIFFAR"
"1104854272","AMY ZIMET"
"1104854413","EDDIE MYERS"
"1104854892","TONY FLETCHER"
"1104855410","JEANNINE MORRONE STRUPINSKY"
"1104857739","LAURIE HONOR"
"1104858976","GEETANJALI GULATI"
"1104859859","PAULA GAY"
"1104862960","JONATHAN DAVIS"
"1104867639","LAURETTE FERRARESI"
"1104867860","MATTHEW NANCE"
"1104868421","TRICIA AIKEN"
"1104869916","MICHAEL MISJA"
"1104870146","DAVID THOMAS"
"1104870930","EUGENE RANKIN"
"1104874445","JEAN CANNON"
"1104874494","STEPHAN ROMM"
"1104876044","JEFFREY KLEIN"
"1104876341","ELAINE KEMP"
"1104876531","LAURA DREER"
"1104877539","VICKI BEGGS"
"1104879394","KENNETH MANGES"
"1104879758","CATHERINE MINDOLOVICH"
"1104880293","JENNIFER SCHULER"
"1104880327","ROBYN GUNDERSON"
"1104881028","JANE SIEGAL"
"1104881051","MARY STEVENS"
"1104881283","JEFF EFSTATION"
"1104881853","AMY BROOK"
"1104882927","BEN GREEN"
"1104885383","ELAYNE WEINER"
"1104889435","LISA VOIGT"
"1104891977","MARTHA DAVIS"
"1104893387","GEORGE APOSTOLOS"
"1104896778","JOANN ONDROVIK"
"1104896885","ELAINE ENSIGN"
"1104897222","NINA AKIN"
"1104897313","JEAN MCCLUNG"
"1104899327","NANCY CARLSON"
"1104900026","MARILYN MURPHY"
"1104900489","KELLY EARNST"
"1104900729","ELLEN ADAMOYURKA"
"1104902022","GARY EMANUEL"
"1104902436","MARY BURNSIDE"
"1104902642","PATRICIA SHROPSHIRE"
"1104906114","H SUZANNE MOON"
"1104906320","JOAN GAINES"
"1104907930","FRANCESCA ANTOGNINI"
"1104908508","NORA DIEGUEZ"
"1104908706","JILL SALEM"
"1104910371","ROBERT CHERNEY"
"1104910918","ELENA STEINBERG"
"1104911569","JAN MARIE ARAMINI"
"1104911643","CLIFFORD FISCH"
"1104912880","CHRISTINE RUNDALL"
"1104913961","GREGORY ALEXANDER"
"1104914027","PHILIP WHATLEY"
"1104915313","CARMEN TOZZO JULIAN"
"1104916279","ROBIN HORNSTEIN"
"1104916766","JOHN CLEMMONS"
"1104919455","DAVID LIPSITZ"
"1104920271","CHRISTINE GAYDA"
"1104923234","DEBORA WILLAGE"
"1104924059","FRED WRIGHT"
"1104924265","LISA ANGSTMAN"
"1104924620","JUDY BRUCKNER"
"1104925098","ROBERT TOMPKINS"
"1104925239","MARK BAKAL"
"1104928076","WAYNE KIRSCHBAUM"
"1104929066","DAVID HARLEY"
"1104930270","DEBORAH LEVASSEUR"
"1104932003","ROBERT SAVAGE"
"1104932904","BRETT STEINBERG"
"1104933001","ALAN LOVINS"
"1104933746","CHRISTOPHER MAGLIO"
"1104934249","ALAN ZOHNER"
"1104934520","FELICIA TRALONGO"
"1104934900","KATHLEEN VOGLER"
"1104934918","DAVID SNOW"
"1104936954","VINCENT RUSCELLI"
"1104937424","SIEG HOPPE"
"1104942374","STANLEY WILSON"
"1104943190","NANCY LEGOW"
"1104943265","DEBORAH RICH"
"1104947795","ROBERT LEWIS"
"1104950138","GORDON BUSH"
"1104952944","JOSEPH MOSLEY"
"1104953751","NANCY HOFFMAN"
"1104953769","DAVID WILLIAMS"
"1104954536","MALINDA BREDA"
"1104954841","DIANE FRANZ"
"1104956556","LAURIE BERENSON"
"1104957331","ALEXANDRA SHERMAN"
"1104959378","ROBERT GREGORY"
"1104960061","MARC MOONEY"
"1104960152","STEVEN FISHMAN"
"1104960509","RUTH LIJTMAER"
"1104960715","MARK ROLAND"
"1104962745","DOROTHY SAYERS"
"1104963255","BONNIE KAHANE"
"1104964436","KEITH CAMPBELL"
"1104964741","RENAE GRANT"
"1104965565","EVELYN SEGAL"
"1104965847","MANJIT KHALSA"
"1104965961","JOAN ESTERSON"
"1104967199","AMY KAPLAN"
"1104967231","CAROL DUCAT"
"1104967660","ARNOLD SPERLING"
"1104968999","RONALD GAMZON"
"1104973411","MARGARET HAGAN"
"1104974377","TERRY WALTERS"
"1104974674","SUSAN HOISINGTON"
"1104974773","RICHARD YURCHESHEN"
"1104977016","DAVID JOHNSON"
"1104977552","HERMAN WITTE"
"1104977826","JAMES MEYER"
"1104981364","DEAN HAMMER"
"1104981828","DAVID TOBIN"
"1104981893","LINDA YOUNG"
"1104983410","VIRGINIA WOOD"
"1104985175","LOUISE FERRY"
"1104986454","JAY WEISSMAN"
"1104986991","NANCY CAHAN"
"1104987031","HARRY BOYD"
"1104987569","KIM CHAMPION"
"1104987676","GAIL BLEACH"
"1104990043","RUTH KUNCEL"
"1104990936","DEBBIE DANIELS MOHRING"
"1104992445","MICHAEL MERCURY"
"1104992940","JAMES PROKOP"
"1104993898","TRICIA DUNCAN-HASSEL"
"1104994011","JEREMY KATZ"
"1104994565","HOPE KLOPCHIN"
"1104994680","HEATHER WISHART"
"1104995547","VENETTE WESTHOVEN"
"1104996446","BETTY PETERSON"
"1104996545","DANIEL SULLIVAN"
"1104996628","PATRICIA SKELLIE"
"1104998731","TANYA SHERMAN"
"1114000841","JAMES MCHOLLAND"
"1114002102","KAREN SHARER MOHATT"
"1114006160","ROBERT REIFSNYDER"
"1114006673","SYLVIA TOPP"
"1114008489","ALAN SCHREIBER"
"1114008612","VALERIE SUSMAN"
"1114009446","ARI FOX"
"1114009933","MARIANNE OSENTOSKI"
"1114010485","JEFFREY HARRIS"
"1114010766","MARNELL HOLTGRAVES"
"1114010832","MARY PRICE"
"1114011038","JANET WEISBERG-SAMUELS"
"1114011228","RICHARD OXHORN"
"1114011558","GARY KAAKE"
"1114012390","ANNA RUEF"
"1114012614","VINCENT ESCANDELL"
"1114014388","KARL ALTMAN"
"1114018272","SHEILA MAHER"
"1114018801","REBECCA DEGRAAF"
"1114019064","RAYMOND WOOTTON"
"1114022027","JAMES MCTAGUE"
"1114022506","CAROLYN BURNS"
"1114023082","OLGA PROTOMASTRO"
"1114023207","JACOB KIND"
"1114023215","VICKIE BULLING"
"1114024353","ROBERT ALLAN"
"1114024783","GARY PERRIN"
"1114024833","ANITA FISCHLER"
"1114025343","BRANDON HAYES"
"1114025723","LESLIE KINGMAN"
"1114025806","CARL EPP"
